support,itemsets,itemset_size,frequency
0.056666666666666664,"frozenset({'Knowledge Gap=Public Documentation', 'Business Capability=Risk, compliance and identity control'})",2,51
0.056666666666666664,"frozenset({'Question Type=Informational', 'Question Complexity=High'})",2,51
0.05333333333333334,"frozenset({'Question Intent=Request presales guidance', 'Presales Category=Migration Assessment'})",2,48
0.051111111111111114,"frozenset({'Presales Category=Security & Compliance', 'Question Intent=Understand capability / terminology'})",2,46
0.05,"frozenset({'Question Intent=Understand capability / terminology', 'Business Capability=Hybrid connectivity and network foundation'})",2,45
0.05,"frozenset({'Question Type=Commercial / Pricing', 'Question Intent=Understand capability / terminology'})",2,45
0.7666666666666667,frozenset({'Question Complexity=High'}),1,690
0.4588888888888889,frozenset({'Presales Category=Solution Architecture'}),1,413
0.45666666666666667,frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),1,411
0.4166666666666667,"frozenset({'Business Capability=Risk, compliance and identity control'})",1,375
0.40444444444444444,frozenset({'Question Intent=Request presales guidance'}),1,364
0.3522222222222222,frozenset({'Question Type=Architecture'}),1,317
0.24666666666666667,frozenset({'Presales Category=Security & Compliance'}),1,222
0.24444444444444444,frozenset({'Question Intent=Determine implementation approach'}),1,220
0.23,frozenset({'Business Capability=Hybrid connectivity and network foundation'}),1,207
0.2111111111111111,frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),1,190
0.20555555555555555,frozenset({'Question Intent=Understand capability / terminology'}),1,185
0.19333333333333333,frozenset({'Question Type=Commercial / Pricing'}),1,174
0.1811111111111111,frozenset({'Question Complexity=Medium'}),1,163
0.17,frozenset({'Knowledge Gap=Public Documentation | Commercial Model | Pricing Template | SME'}),1,153
0.1622222222222222,frozenset({'Knowledge Gap=Public Documentation'}),1,146
0.15,frozenset({'Question Type=Best Practice'}),1,135
0.13666666666666666,frozenset({'Question Type=Governance / Security'}),1,123
0.11888888888888889,frozenset({'Presales Category=Migration Assessment'}),1,107
0.11777777777777777,frozenset({'Business Capability=AI-enabled business capability'}),1,106
0.08444444444444445,frozenset({'Business Capability=Enterprise data and analytics'}),1,76
0.07222222222222222,frozenset({'Question Type=Informational'}),1,65
0.052222222222222225,frozenset({'Question Complexity=Low'}),1,47
0.051111111111111114,frozenset({'Question Type=Implementation'}),1,46
0.05,frozenset({'Presales Category=Data Platform'}),1,45
