Question_ID,Vendor,Source Website,Question URL,Source URL,Question,Official Answer,Official Answer Summary,Official Documentation URL(s),Knowledge Asset Category,Technology Domain,Cloud Platform,Presales Category,Business Capability,Question Intent,Question Type,Question Complexity,Question Length,Number of Technologies Mentioned,Document Type,Publication Date,Tags,Accepted Answer Available?,Accepted Answer URL,Answer Confidence,Estimated RFP Relevance (1-5),Public Knowledge Only?,Enterprise Knowledge Required,Notes,Repository_Label,Predicted Repository
EPK-0328,AWS,aws.amazon.com,https://aws.amazon.com/directconnect/faqs/,https://aws.amazon.com/directconnect/faqs/,Do I need any special hardware to use MACsec?,Yes. You will need a MACsec-capable device on your end of the Ethernet connection to an AWS Direct Connect location. Refer to the MAC Security section of our user guide to verify supported operation modes and required MACsec features.,Yes. You will need a MACsec-capable device on your end of the Ethernet connection to an AWS Direct Connect location. Refer to the MAC Security section of our user guide to verify supported operation modes and required MACsec features.,https://aws.amazon.com/directconnect/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Governance / Security,High,9,2,FAQ,,"security, governance, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation
EPK-0524,AWS,aws.amazon.com,https://aws.amazon.com/kms/faqs/,https://aws.amazon.com/kms/faqs/,How can I audit the use of keys in a custom key store?,"In addition to the activity that is logged to CloudTrail by AWS KMS, the use of a custom key store provides three further auditing mechanisms. First, CloudHSM also logs all API activity to CloudTrail, such as creating clusters and adding or removing HSMs. Second, each cluster also captures its own local logs to record user and key management activity. Third, each CloudHSM instance copies the local user and key management activity logs to AWS CloudWatch.","In addition to the activity that is logged to CloudTrail by AWS KMS, the use of a custom key store provides three further auditing mechanisms. First, CloudHSM also logs all API activity to CloudTrail, such as creating clusters and adding or removing HSMs.",https://aws.amazon.com/kms/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Determine implementation approach,Governance / Security,High,13,4,FAQ,,"security, governance, ai, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0765,AWS,aws.amazon.com,https://aws.amazon.com/backup/faqs/,https://aws.amazon.com/backup/faqs/,How are these capabilities different from what Amazon S3 provides?,"Both AWS Backup and Amazon S3 offer capabilities that help you manage the business continuity of your applications. While you can centrally manage backup and restore for your applications across multiple AWS services with AWS Backup, with Amazon S3 you can manage data in S3 buckets and objects. If you’re a backup administrator responsible for the backups, restores, and compliance of your applications across multiple AWS services, you can use AWS Backup to meet those needs. Amazon S3 capabilities such as Versioning , Object Lock , and Replication help storage administrators preserve data and prevent the unintended deletion of Amazon S3 data. You can use both sets of capabilities together to manage backup and restore across your organization.","Both AWS Backup and Amazon S3 offer capabilities that help you manage the business continuity of your applications. While you can centrally manage backup and restore for your applications across multiple AWS services with AWS Backup, with Amazon S3 you can manage data in S3 buckets and objects.",https://aws.amazon.com/backup/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Governance Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Governance / Security,High,10,3,FAQ,,"security, governance, backup, ai, compliance, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation
EPK-0276,AWS,aws.amazon.com,https://aws.amazon.com/bedrock/faqs/,https://aws.amazon.com/bedrock/faqs/,What is Amazon Bedrock AgentCore?,"AgentCore enables developers to accelerate AI agents into production with the scale, reliability, and security, critical to real-world deployment. AgentCore provides tools and capabilities to make agents more effective and capable, purpose-built infrastructure to securely scale agents, and controls to operate trustworthy agents. AgentCore capabilities are composable and work with popular open-source frameworks and any model, so you don’t have to choose between open-source flexibility and enterprise-grade security and reliability. Learn more about AgentCore.","AgentCore enables developers to accelerate AI agents into production with the scale, reliability, and security, critical to real-world deployment. AgentCore provides tools and capabilities to make agents more effective and capable, purpose-built infrastructure to securely scale agents, and controls to operate trustworthy agents.",https://aws.amazon.com/bedrock/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,GenAI / AI,AWS,Security & Compliance,AI-enabled business capability,Understand capability / terminology,Governance / Security,High,5,1,FAQ,,"security, ai, compliance",,,High,5,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0450,AWS,aws.amazon.com,https://aws.amazon.com/backup/faqs/,https://aws.amazon.com/backup/faqs/,How does delegated administrator work?,"Delegate backup policy management in AWS Organizations and cross-account monitoring in AWS Backup. This enables delegating backup management to dedicated backup administration accounts, removing the need for member accounts to access management accounts for backup administration. Delegated backup administrators can create and manage backup policies, and monitor backup activity across accounts. You can securely centralize backup management at scale through organization-wide backup administration delegation.","Delegate backup policy management in AWS Organizations and cross-account monitoring in AWS Backup. This enables delegating backup management to dedicated backup administration accounts, removing the need for member accounts to access management accounts for backup administration. Delegated backup administrators can create and manage backup policies, and monitor backup activity across accounts.",https://aws.amazon.com/backup/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Governance Guide,Security / Governance,AWS,Governance & Operating Model,"Risk, compliance and identity control",Determine implementation approach,Governance / Security,High,5,3,FAQ,,"security, governance, backup, monitoring",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0429,AWS,aws.amazon.com,https://aws.amazon.com/datasync/faqs/,https://aws.amazon.com/datasync/faqs/,How do I use AWS DataSync with Amazon EFS file system resource policies?,"You can use both IAM identity policies and resource policies to control client access to Amazon EFS resources in a way that is scalable and optimized for cloud environments. When you create a DataSync location for your EFS file system, you can specify an IAM role that DataSync will assume when accessing EFS. You can then use EFS file system policies to configure access for the IAM role. Because DataSync mounts EFS file systems as the root user, your IAM policy must allow the following action: elasticfilesystem:ClientRootAccess.","You can use both IAM identity policies and resource policies to control client access to Amazon EFS resources in a way that is scalable and optimized for cloud environments. When you create a DataSync location for your EFS file system, you can specify an IAM role that DataSync will assume when accessing EFS.",https://aws.amazon.com/datasync/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Security / Governance,AWS,Migration Assessment,"Risk, compliance and identity control",Determine implementation approach,Governance / Security,High,13,4,FAQ,,"migration, security, governance, identity, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0634,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,How are AWS Config and AWS Config rules related to Security Hub CSPM?,"Security Hub CSPM provides security and compliance posture management, as a service. It uses AWS Config and AWS Config rules as its primary mechanism to evaluate the configuration of AWS resources. AWS Config rules can also be used to evaluate resource configuration directly. They also are used by other AWS services, such AWS Control Tower and AWS Firewall Manager.","Security Hub CSPM provides security and compliance posture management, as a service. It uses AWS Config and AWS Config rules as its primary mechanism to evaluate the configuration of AWS resources. AWS Config rules can also be used to evaluate resource configuration directly.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Landing Zone,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Governance / Security,High,13,4,FAQ,,"security, governance, compliance",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0209,AWS,aws.amazon.com,https://aws.amazon.com/backup/faqs/,https://aws.amazon.com/backup/faqs/,Can I copy VMware backups to another AWS Region?,"Store a copy of VMware backups in a different AWS Region from your production backups to meet business continuity, disaster recovery, and compliance requirements.","Store a copy of VMware backups in a different AWS Region from your production backups to meet business continuity, disaster recovery, and compliance requirements.",https://aws.amazon.com/backup/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Governance Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Governance / Security,High,9,1,FAQ,,"security, governance, disaster recovery, backup, compliance",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Governance Framework | Risk Register | SME
EPK-0720,AWS,aws.amazon.com,https://aws.amazon.com/efs/faq/,https://aws.amazon.com/efs/faq/,What is the AWS Key Management Service (KMS)?,"AWS KMS is a managed service that makes it easier for you to create and control the encryption keys used to encrypt your data. AWS KMS is integrated with AWS services, including EFS, EBS, and S3, making it simpler to encrypt your data with encryption keys that you manage. AWS KMS is also integrated with AWS CloudTrail to provide you with logs of all key usage to help meet your regulatory and compliance needs.","AWS KMS is a managed service that makes it easier for you to create and control the encryption keys used to encrypt your data. AWS KMS is integrated with AWS services, including EFS, EBS, and S3, making it simpler to encrypt your data with encryption keys that you manage.",https://aws.amazon.com/efs/faq/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Understand capability / terminology,Governance / Security,High,8,5,FAQ,,"security, governance, ai, compliance, data",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0741,AWS,aws.amazon.com,https://aws.amazon.com/waf/faqs/,https://aws.amazon.com/waf/faqs/,Is AWS WAF HIPAA eligible?,"Yes, AWS has expanded its HIPAA compliance program to include AWS WAF as a HIPAA eligible service. If you have an executed Business Associate Agreement (BAA) with AWS, you can use AWS WAF to protect your web applications from common web exploits. For more information, see HIPAA Compliance .","Yes, AWS has expanded its HIPAA compliance program to include AWS WAF as a HIPAA eligible service. If you have an executed Business Associate Agreement (BAA) with AWS, you can use AWS WAF to protect your web applications from common web exploits. For more information, see HIPAA Compliance .",https://aws.amazon.com/waf/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Governance / Security,High,5,2,FAQ,,"security, governance, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0773,AWS,aws.amazon.com,https://aws.amazon.com/cloudwatch/faqs/,https://aws.amazon.com/cloudwatch/faqs/,How can I get started with CloudWatch Lambda Insights?,"You can get started collecting detailed performance metrics, logs, and metadata from your Lambda functions by following these steps in the CloudWatch Lambda Insights documentation .","You can get started collecting detailed performance metrics, logs, and metadata from your Lambda functions by following these steps in the CloudWatch Lambda Insights documentation .",https://aws.amazon.com/cloudwatch/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,DevOps / Platform Engineering,AWS,Data Platform,Digital platform delivery,Determine implementation approach,Implementation,Medium,9,2,FAQ,,"ai, data, devops",,,High,4,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0688,AWS,aws.amazon.com,https://aws.amazon.com/glue/faqs/,https://aws.amazon.com/glue/faqs/,How does AWS Glue relate to Sagemaker Data Processing?,"Amazon SageMaker Data Processing and Analytics analyzes, prepares, integrates and orchestrates your data with a unified experience in Amazon SageMaker, bringing together data processing capabilities fromAmazon Athena, Amazon EMR, AWS Glue, and Amazon Managed Workflows for Apache Airflow.","Amazon SageMaker Data Processing and Analytics analyzes, prepares, integrates and orchestrates your data with a unified experience in Amazon SageMaker, bringing together data processing capabilities fromAmazon Athena, Amazon EMR, AWS Glue, and Amazon Managed Workflows for Apache Airflow.",https://aws.amazon.com/glue/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,GenAI / AI,AWS,Data Platform,AI-enabled business capability,Determine implementation approach,Implementation,High,9,5,FAQ,,"analytics, ai, data",,,High,4,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0690,AWS,aws.amazon.com,https://aws.amazon.com/lake-formation/faqs/,https://aws.amazon.com/lake-formation/faqs/,How does Lake Formation relate to AWS Glue and the AWS Glue Data Catalog?,Lake Formation shares console controls and the AWS Glue Data Catalog with AWS Glue. AWS Glue focuses on data integration and ETL. See AWS Lake Formation features for more details.,Lake Formation shares console controls and the AWS Glue Data Catalog with AWS Glue. AWS Glue focuses on data integration and ETL. See AWS Lake Formation features for more details.,https://aws.amazon.com/lake-formation/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Analytics / Data Platform,AWS,Data Platform,Enterprise data and analytics,Determine implementation approach,Implementation,High,14,3,FAQ,,"analytics, ai, data",,,High,4,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0879,IBM,cloud.ibm.com,https://cloud.ibm.com/docs/account?topic=account-faqs-migrating-resources#dc-transition-sites,https://cloud.ibm.com/docs/account?topic=account-faqs-migrating-resources,What data centers can I use during the transition period?,"You can use any worldwide IBM Cloud data center during your transition period, which lasts up to 60 days. See Locations for resource deployment for more information.","You can use any worldwide IBM Cloud data center during your transition period, which lasts up to 60 days. See Locations for resource deployment for more information.",https://cloud.ibm.com/docs/faqs | https://cloud.ibm.com/docs/support?topic=support-dc-closure | https://cloud.ibm.com/docs/overview?topic=overview-locations | https://www.ibm.com/solutions/cloud-data-centers | https://cloud.ibm.com/resources,Migration Guide,DevOps / Platform Engineering,IBM Cloud,Data Platform,Digital platform delivery,Request presales guidance,Implementation,Low,10,1,FAQ,,"data, devops",,,High,4,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Governance Framework | Risk Register | SME
EPK-0748,AWS,aws.amazon.com,https://aws.amazon.com/ecs/faqs/,https://aws.amazon.com/ecs/faqs/,How does Amazon ECS support autoscaling of applications?,"Applications and microservices deployed to Amazon ECS leverage the Application Auto Scaling service to automatically scale based on observed metrics data. Amazon ECS measures service utilization based on CPU and memory resources consumed by the tasks that belong to a service and publishes CloudWatch metrics, namely, ECSServiceAverageCPUUtilization and ECSServiceAverageMemoryUtilization, with this data. Application Auto Scaling can then use these predefined metrics in conjunction with scaling policies to proportionally scale the number of tasks in a service. Additionally, there are use cases where a service’s average CPU and memory usage alone are not reliable indicators of when and to what degree to execute a scaling action. For this, Application Auto Scaling also supports scaling a service based on a custom metric specification that represents a CloudWatch metric of our choosing, which may be better suited. This includes metrics that track other application aspects such as number of HTTP requests received, number of messages retrieved from a queue/topic, and number of database transactions. You can now use CloudWatch metrics or Prometheus metrics of your choosing. To learn more, please visit: Autoscaling Amazon ECS services based on custom CloudWatch and Prometheus metrics","Applications and microservices deployed to Amazon ECS leverage the Application Auto Scaling service to automatically scale based on observed metrics data. Amazon ECS measures service utilization based on CPU and memory resources consumed by the tasks that belong to a service and publishes CloudWatch metrics, namely, ECSServiceAverageCPUUtilization and ECSServiceAverageMemoryUtilization, with this data.",https://aws.amazon.com/ecs/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,DevOps / Platform Engineering,AWS,Data Platform,Digital platform delivery,Determine implementation approach,Implementation,Medium,8,2,FAQ,,"data, devops",,,High,4,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0779,AWS,aws.amazon.com,https://aws.amazon.com/s3/faqs/,https://aws.amazon.com/s3/faqs/,How do I enable Amazon S3 Replication metrics and events?,"Amazon S3 Replication metrics and events can be enabled for each new or existing replication rules, and are enabled by default for S3 Replication Time Control enabled rules. You can access S3 Replication metrics through the Amazon S3 console and Amazon CloudWatch. Like other Amazon S3 events, S3 Replication events are available through Amazon Simple Queue Service (Amazon SQS), Amazon Simple Notification Service (Amazon SNS), or AWS Lambda. To learn more, please visit Monitoring progress with replication metrics and Amazon S3 Event Notifications in the Amazon S3 developer guide.","Amazon S3 Replication metrics and events can be enabled for each new or existing replication rules, and are enabled by default for S3 Replication Time Control enabled rules. You can access S3 Replication metrics through the Amazon S3 console and Amazon CloudWatch.",https://aws.amazon.com/s3/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,DevOps / Platform Engineering,AWS,AI / GenAI,Digital platform delivery,Determine implementation approach,Implementation,High,10,4,FAQ,,"ai, monitoring, devops",,,High,4,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0154,AWS,aws.amazon.com,https://aws.amazon.com/redshift/faqs/,https://aws.amazon.com/redshift/faqs/,How do I back up and restore my Amazon Redshift data using AWS Backup?,"You can use AWS Backup to automate backup and restore of both Amazon Redshift Serverless and Amazon Redshift provisioned cluster snapshots, along with other AWS services for compute, storage, and database. Using AWS Backup’s integration with AWS Organizations , you can centrally create and manage immutable backups across all your accounts, standardizing data protection across your organization. You can protect your Amazon Redshift clusters and Serverless data warehouses using the AWS Backup console or programmatically using API or CLI. These clusters can be backed up on a regular schedule as part of a backup plan , or they can be backed up as needed via on-demand backup. You can restore a single table (also known as item-level restore) or an entire cluster/namespace. To learn more about AWS Backup support for Amazon Redshift, visit the AWS Backup product page and documentation .","You can use AWS Backup to automate backup and restore of both Amazon Redshift Serverless and Amazon Redshift provisioned cluster snapshots, along with other AWS services for compute, storage, and database.",https://aws.amazon.com/redshift/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Governance Guide,Analytics / Data Platform,AWS,Governance & Operating Model,Enterprise data and analytics,Determine implementation approach,Implementation,High,14,4,FAQ,,"governance, backup, analytics, data, serverless",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0466,AWS,aws.amazon.com,https://aws.amazon.com/cloudwatch/faqs/,https://aws.amazon.com/cloudwatch/faqs/,How can I get started with CloudWatch Container Insights?,"You can get started collecting detailed performance metrics, logs, and metadata from your containers and clusters by installing CloudWatch Observability add-on into your EKS clusters or by opting in at cluster or account level for ECS. To start using Container Insights, please follow the steps provided in the Amazon CloudWatch Container Insights documentation .","You can get started collecting detailed performance metrics, logs, and metadata from your containers and clusters by installing CloudWatch Observability add-on into your EKS clusters or by opting in at cluster or account level for ECS. To start using Container Insights, please follow the steps provided in the Amazon CloudWatch Container Insights documentation .",https://aws.amazon.com/cloudwatch/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,DevOps / Platform Engineering,AWS,Governance & Operating Model,Digital platform delivery,Determine implementation approach,Implementation,Medium,9,3,FAQ,,"governance, ai, data, devops, containers",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Governance Framework | Risk Register | SME
EPK-0330,AWS,aws.amazon.com,https://aws.amazon.com/ecs/faqs/,https://aws.amazon.com/ecs/faqs/,How can I get started?,"Amazon ECS Express Mode simplifies application deployment on Amazon ECS by eliminating complex infrastructure setup and configuration decisions. Getting started with Amazon ECS Express Mode requires only a container image and IAM task execution and infrastructure roles. You can deploy through the ECS Console, CLI, or Infrastructure as Code, with Express Mode automatically configures the necessary infrastructure with production-ready defaults. For more information, visit documentation .",Amazon ECS Express Mode simplifies application deployment on Amazon ECS by eliminating complex infrastructure setup and configuration decisions. Getting started with Amazon ECS Express Mode requires only a container image and IAM task execution and infrastructure roles.,https://aws.amazon.com/ecs/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Determine implementation approach,Implementation,High,5,2,FAQ,,"security, governance, ai, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0130,AWS,aws.amazon.com,https://aws.amazon.com/redshift/faqs/,https://aws.amazon.com/redshift/faqs/,How does Amazon Redshift Serverless work with other AWS services?,"You can continue to use all the rich analytics functionality of Amazon Redshift, such as complex joins, direct queries to data in the Amazon S3 data lake and operational databases, materialized views, stored procedures, semistructured data support, and ML, as well as high performance at scale. All the related services that Amazon Redshift integrates with (such as Amazon Kinesis, AWS Lambda, Amazon QuickSight, Amazon SageMaker, Amazon EMR, AWS Lake Formation, and AWS Glue) continue to work with Amazon Redshift Serverless.","You can continue to use all the rich analytics functionality of Amazon Redshift, such as complex joins, direct queries to data in the Amazon S3 data lake and operational databases, materialized views, stored procedures, semistructured data support, and ML, as well as high performance at scale.",https://aws.amazon.com/redshift/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,GenAI / AI,AWS,Data Platform,AI-enabled business capability,Determine implementation approach,Implementation,High,10,8,FAQ,,"analytics, ai, data, serverless",,,High,4,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation | Governance Framework | Risk Register | SME
EPK-0296,AWS,aws.amazon.com,https://aws.amazon.com/organizations/faqs/,https://aws.amazon.com/organizations/faqs/,How can I access an AWS account that was created in my organization?,"As part of AWS account creation, AWS Organizations creates an IAM role with full administrative permissions in the new account. IAM users and IAM roles with appropriate permissions in the master account can assume this IAM role to gain access to the newly created account.","As part of AWS account creation, AWS Organizations creates an IAM role with full administrative permissions in the new account. IAM users and IAM roles with appropriate permissions in the master account can assume this IAM role to gain access to the newly created account.",https://aws.amazon.com/organizations/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Determine implementation approach,Implementation,High,13,3,FAQ,,"security, governance, ai, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0687,AWS,aws.amazon.com,https://aws.amazon.com/glue/faqs/,https://aws.amazon.com/glue/faqs/,How do I manage a connection to data sources in AWS Glue?,"To create a connection to a data source, navigate to the data connections page in the AWS Glue console and use the Create connection wizard functionality to create a connection. As part of connection creation wizard , you can test connections and validate access credentials. On the data connections page, you can access all data connections you have permission to including the data connection created in SageMaker Unified Studio (Preview).","To create a connection to a data source, navigate to the data connections page in the AWS Glue console and use the Create connection wizard functionality to create a connection. As part of connection creation wizard , you can test connections and validate access credentials.",https://aws.amazon.com/glue/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,GenAI / AI,AWS,Data Platform,AI-enabled business capability,Determine implementation approach,Implementation,High,12,3,FAQ,,"ai, data",,,High,4,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Commercial Model | Pricing Template | SME
